# Source: Wesley C. Mitchell, "A History of the Greenbacks" (1903)
# Appendix B, Table 4: "Relative Prices of Various Commodities at Retail"
# Pages 451-468. Relative prices (index, first year quoted = 100).
#
# 556 series across 60 commodity blocks, each block a commodity quoted in a set of
# towns. Annual, 1860-1866. Blank cells are printed "..." in the source: most often
# a town whose series begins in 1861 rather than 1860.
#
# THE 1867 AND 1868 COLUMNS APPLY ONLY TO RENTS. Mitchell's note to the table: "In
# the case of rent figures are given for 1867 and 1868 for the purposes of Part II,
# chap. vi." Every other block stops at 1866, so those two columns are blank for all
# but the two rent blocks.
#
# Mitchell's note on the source: "The source of the following series of relative
# prices at retail is the report prepared by Mr. J. D. Weeks in 1880-83 and published
# as Vol. XX of the Tenth Census. Not all of the material supplied by Mr. Weeks,
# however, has been used, for he gives some series of prices at unspecified times of
# the year and others 'on or about June 1.' Those series 'showing average for the
# year' alone were used as the basis for the computations in the text, and they alone
# are given here."
#
# initial_price is Mitchell's "Initial Price" column, in the unit named by the unit
# column. Fractions are kept as printed, e.g. "0.08 1/3".
#
# TWO CELLS ARE LEFT BLANK BECAUSE THE PRINTING IS DEFECTIVE, not because the source
# has no figure. Both read as "1 9" or "1 3" with the middle digit missing:
#   Rent, four rooms, Indianapolis, 1865
#   Board per week for men, Philadelphia, 1864
# They are not guessed at. Consult a better copy of page 467 or 468 to fill them.
#
# Re-transcribed 17 September 2026 from the page images.
#
# DERIVED from ../mitchell_appendix_b_table4_retail_prices.csv by analysis/03_build_tidy.py. Do not edit.
commodity,unit,state,town,initial_price,year,relative_price
"Dry goods: satinets, medium quality",per yard,Ohio,Canton,.75,1865,167
"Dry goods: satinets, medium quality",per yard,Ohio,Canton,.75,1866,133
"Dry goods: satinets, medium quality",per yard,Ohio,Cincinnati,.75,1860,100
"Dry goods: satinets, medium quality",per yard,Ohio,Cincinnati,.75,1861,100
"Dry goods: satinets, medium quality",per yard,Ohio,Cincinnati,.75,1862,107
"Dry goods: satinets, medium quality",per yard,Ohio,Cincinnati,.75,1863,113
"Dry goods: satinets, medium quality",per yard,Ohio,Cincinnati,.75,1864,120
"Dry goods: satinets, medium quality",per yard,Ohio,Cincinnati,.75,1865,133
"Dry goods: satinets, medium quality",per yard,Ohio,Cincinnati,.75,1866,133
"Dry goods: satinets, medium quality",per yard,Ohio,Zanesville,.40,1860,100
"Dry goods: satinets, medium quality",per yard,Ohio,Zanesville,.40,1861,100
"Dry goods: satinets, medium quality",per yard,Ohio,Zanesville,.40,1862,150
"Dry goods: satinets, medium quality",per yard,Ohio,Zanesville,.40,1863,250
"Dry goods: satinets, medium quality",per yard,Ohio,Zanesville,.40,1864,213
"Dry goods: satinets, medium quality",per yard,Ohio,Zanesville,.40,1865,163
"Dry goods: satinets, medium quality",per yard,Ohio,Zanesville,.40,1866,150
"Dry goods: satinets, medium quality",per yard,Ind,Jeffersonville,.75,1860,100
"Dry goods: satinets, medium quality",per yard,Ind,Jeffersonville,.75,1861,133
"Dry goods: satinets, medium quality",per yard,Ind,Jeffersonville,.75,1862,133
"Dry goods: satinets, medium quality",per yard,Ind,Jeffersonville,.75,1863,133
"Dry goods: satinets, medium quality",per yard,Ind,Jeffersonville,.75,1864,133
"Dry goods: satinets, medium quality",per yard,Ind,Jeffersonville,.75,1865,133
"Dry goods: satinets, medium quality",per yard,Ind,Jeffersonville,.75,1866,133
"Dry goods: satinets, medium quality",per yard,Ind,Lawrenceburg,.70,1860,100
"Dry goods: satinets, medium quality",per yard,Ind,Lawrenceburg,.70,1861,107
"Dry goods: satinets, medium quality",per yard,Ind,Lawrenceburg,.70,1862,179
"Dry goods: satinets, medium quality",per yard,Ind,Lawrenceburg,.70,1863,179
"Dry goods: satinets, medium quality",per yard,Ind,Lawrenceburg,.70,1864,214
"Dry goods: satinets, medium quality",per yard,Ind,Lawrenceburg,.70,1865,143
"Dry goods: satinets, medium quality",per yard,Ind,Lawrenceburg,.70,1866,143
"Dry goods: satinets, medium quality",per yard,Ind,New Albany,.625,1860,100
"Dry goods: satinets, medium quality",per yard,Ind,New Albany,.625,1861,100
"Dry goods: satinets, medium quality",per yard,Ind,New Albany,.625,1862,120
"Dry goods: satinets, medium quality",per yard,Ind,New Albany,.625,1863,172
"Dry goods: satinets, medium quality",per yard,Ind,New Albany,.625,1864,172
"Dry goods: satinets, medium quality",per yard,Ind,New Albany,.625,1865,144
"Dry goods: satinets, medium quality",per yard,Ind,New Albany,.625,1866,144
"Dry goods: satinets, medium quality",per yard,Ill,Bloomington,.75,1860,100
"Dry goods: satinets, medium quality",per yard,Ill,Bloomington,.75,1861,87
"Dry goods: satinets, medium quality",per yard,Ill,Bloomington,.75,1862,100
"Dry goods: satinets, medium quality",per yard,Ill,Bloomington,.75,1863,133
"Dry goods: satinets, medium quality",per yard,Ill,Bloomington,.75,1864,133
"Dry goods: satinets, medium quality",per yard,Ill,Bloomington,.75,1865,167
"Dry goods: satinets, medium quality",per yard,Ill,Bloomington,.75,1866,133
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Mass,Woburn,0.14,1860,100
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Mass,Woburn,0.14,1861,114
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Mass,Woburn,0.14,1862,321
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Mass,Woburn,0.14,1863,357
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Mass,Woburn,0.14,1864,250
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Mass,Woburn,0.14,1865,286
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Mass,Woburn,0.14,1866,271
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Pa,New Castle,.17,1860,100
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Pa,New Castle,.17,1861,118
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Pa,New Castle,.17,1862,165
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Pa,New Castle,.17,1863,294
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Pa,New Castle,.17,1864,353
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Pa,New Castle,.17,1865,353
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Pa,New Castle,.17,1866,324
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,W. Va,New Cumberland,.10,1860,100
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,W. Va,New Cumberland,.10,1861,200
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,W. Va,New Cumberland,.10,1862,350
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,W. Va,New Cumberland,.10,1863,450
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,W. Va,New Cumberland,.10,1864,500
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,W. Va,New Cumberland,.10,1865,600
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,W. Va,New Cumberland,.10,1866,500
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,W. Va,Wheeling,.15,1860,100
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,W. Va,Wheeling,.15,1861,107
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,W. Va,Wheeling,.15,1862,233
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,W. Va,Wheeling,.15,1863,333
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,W. Va,Wheeling,.15,1864,533
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,W. Va,Wheeling,.15,1865,400
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,W. Va,Wheeling,.15,1866,300
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Canton,.15,1860,100
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Canton,.15,1861,100
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Canton,.15,1862,250
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Canton,.15,1863,367
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Canton,.15,1864,533
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Canton,.15,1865,467
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Canton,.15,1866,367
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Cincinnati,.25,1860,100
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Cincinnati,.25,1861,110
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Cincinnati,.25,1862,130
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Cincinnati,.25,1863,150
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Cincinnati,.25,1864,160
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Cincinnati,.25,1865,170
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Cincinnati,.25,1866,160
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Zanesville,.13,1860,100
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Zanesville,.13,1861,138
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Zanesville,.13,1862,169
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Zanesville,.13,1863,231
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Zanesville,.13,1864,577
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Zanesville,.13,1865,346
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ohio,Zanesville,.13,1866,269
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ind,Lawrenceburg,.30,1860,100
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ind,Lawrenceburg,.30,1861,107
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ind,Lawrenceburg,.30,1862,217
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ind,Lawrenceburg,.30,1863,317
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ind,Lawrenceburg,.30,1864,333
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ind,Lawrenceburg,.30,1865,283
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ind,Lawrenceburg,.30,1866,300
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ind,New Albany,.095,1860,100
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ind,New Albany,.095,1861,111
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ind,New Albany,.095,1862,242
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ind,New Albany,.095,1863,400
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ind,New Albany,.095,1864,579
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ind,New Albany,.095,1865,474
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ind,New Albany,.095,1866,421
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ill,Bloomington,.15,1860,100
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ill,Bloomington,.15,1861,133
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ill,Bloomington,.15,1862,200
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ill,Bloomington,.15,1863,300
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ill,Bloomington,.15,1864,400
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ill,Bloomington,.15,1865,433
"Dry goods: sheetings, bleached, 9x8, standard quality",per yard,Ill,Bloomington,.15,1866,300
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Mass,Woburn,0.13,1860,100
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Mass,Woburn,0.13,1861,115
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Mass,Woburn,0.13,1862,308
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Mass,Woburn,0.13,1863,346
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Mass,Woburn,0.13,1864,308
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Mass,Woburn,0.13,1865,346
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Mass,Woburn,0.13,1866,308
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Pa,New Castle,.125,1860,100
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Pa,New Castle,.125,1861,120
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Pa,New Castle,.125,1862,200
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Pa,New Castle,.125,1863,360
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Pa,New Castle,.125,1864,440
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Pa,New Castle,.125,1865,400
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Pa,New Castle,.125,1866,240
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,W. Va,New Cumberland,.08,1860,100
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,W. Va,New Cumberland,.08,1861,225
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,W. Va,New Cumberland,.08,1862,375
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,W. Va,New Cumberland,.08,1863,500
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,W. Va,New Cumberland,.08,1864,625
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,W. Va,New Cumberland,.08,1865,625
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,W. Va,New Cumberland,.08,1866,500
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,W. Va,Wheeling,.125,1860,100
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,W. Va,Wheeling,.125,1861,120
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,W. Va,Wheeling,.125,1862,240
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,W. Va,Wheeling,.125,1863,360
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,W. Va,Wheeling,.125,1864,600
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,W. Va,Wheeling,.125,1865,400
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,W. Va,Wheeling,.125,1866,320
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Canton,.125,1860,100
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Canton,.125,1861,96
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Canton,.125,1862,280
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Canton,.125,1863,400
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Canton,.125,1864,600
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Canton,.125,1865,520
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Canton,.125,1866,400
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Cincinnati,.20,1860,100
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Cincinnati,.20,1861,125
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Cincinnati,.20,1862,150
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Cincinnati,.20,1863,175
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Cincinnati,.20,1864,190
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Cincinnati,.20,1865,200
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Cincinnati,.20,1866,190
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Zanesville,.13,1860,100
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Zanesville,.13,1861,138
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Zanesville,.13,1862,169
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Zanesville,.13,1863,231
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Zanesville,.13,1864,562
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Zanesville,.13,1865,308
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ohio,Zanesville,.13,1866,269
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,Jeffersonville,.15,1860,100
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,Jeffersonville,.15,1861,167
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,Jeffersonville,.15,1862,167
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,Jeffersonville,.15,1863,167
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,Jeffersonville,.15,1864,167
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,Jeffersonville,.15,1865,167
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,Jeffersonville,.15,1866,167
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,Lawrenceburg,.28,1860,100
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,Lawrenceburg,.28,1861,107
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,Lawrenceburg,.28,1862,214
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,Lawrenceburg,.28,1863,321
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,Lawrenceburg,.28,1864,357
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,Lawrenceburg,.28,1865,304
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,Lawrenceburg,.28,1866,321
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,New Albany,.0775,1860,100
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,New Albany,.0775,1861,135
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,New Albany,.0775,1862,232
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,New Albany,.0775,1863,684
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,New Albany,.0775,1864,877
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,New Albany,.0775,1865,684
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ind,New Albany,.0775,1866,555
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ill,Bloomington,.15,1860,100
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ill,Bloomington,.15,1861,133
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ill,Bloomington,.15,1862,233
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ill,Bloomington,.15,1863,333
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ill,Bloomington,.15,1864,433
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ill,Bloomington,.15,1865,500
"Dry goods: sheetings, brown, 9x8, standard quality",per yard,Ill,Bloomington,.15,1866,333
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Mass,Woburn,0.125,1860,100
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Mass,Woburn,0.125,1861,104
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Mass,Woburn,0.125,1862,320
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Mass,Woburn,0.125,1863,360
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Mass,Woburn,0.125,1864,280
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Mass,Woburn,0.125,1865,240
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Mass,Woburn,0.125,1866,240
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Conn,Jewett City,.16,1860,100
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Conn,Jewett City,.16,1861,81
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Conn,Jewett City,.16,1862,100
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Conn,Jewett City,.16,1863,234
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Conn,Jewett City,.16,1864,375
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Conn,Jewett City,.16,1865,419
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Conn,Jewett City,.16,1866,344
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Pa,New Castle,.15,1860,100
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Pa,New Castle,.15,1861,120
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Pa,New Castle,.15,1862,167
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Pa,New Castle,.15,1863,300
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Pa,New Castle,.15,1864,373
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Pa,New Castle,.15,1865,367
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Pa,New Castle,.15,1866,333
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,W. Va,New Cumberland,.08,1860,100
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,W. Va,New Cumberland,.08,1861,225
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,W. Va,New Cumberland,.08,1862,375
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,W. Va,New Cumberland,.08,1863,500
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,W. Va,New Cumberland,.08,1864,625
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,W. Va,New Cumberland,.08,1865,625
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,W. Va,New Cumberland,.08,1866,500
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,W. Va,Wheeling,.10,1860,100
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,W. Va,Wheeling,.10,1861,150
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,W. Va,Wheeling,.10,1862,300
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,W. Va,Wheeling,.10,1863,400
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,W. Va,Wheeling,.10,1864,800
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,W. Va,Wheeling,.10,1865,500
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,W. Va,Wheeling,.10,1866,400
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Canton,.125,1860,100
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Canton,.125,1861,120
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Canton,.125,1862,240
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Canton,.125,1863,400
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Canton,.125,1864,600
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Canton,.125,1865,480
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Canton,.125,1866,360
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Cincinnati,.15,1860,100
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Cincinnati,.15,1861,83
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Cincinnati,.15,1862,90
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Cincinnati,.15,1863,133
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Cincinnati,.15,1864,267
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Cincinnati,.15,1865,267
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Cincinnati,.15,1866,300
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Zanesville,.10,1860,100
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Zanesville,.10,1861,150
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Zanesville,.10,1862,200
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Zanesville,.10,1863,300
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Zanesville,.10,1864,650
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Zanesville,.10,1865,350
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ohio,Zanesville,.10,1866,300
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ind,Evansville,.10,1860,100
"Dry goods: shirtings, bleached, 4x4, standard quality",per yard,Ind,Evansville,.10,1861,100
