# Source: Wesley C. Mitchell, "A History of the Greenbacks" (1903)
# Appendix B, Table 4: "Relative Prices of Various Commodities at Retail"
# Pages 451-468. Relative prices (index, first year quoted = 100).
#
# 556 series across 60 commodity blocks, each block a commodity quoted in a set of
# towns. Annual, 1860-1866. Blank cells are printed "..." in the source: most often
# a town whose series begins in 1861 rather than 1860.
#
# THE 1867 AND 1868 COLUMNS APPLY ONLY TO RENTS. Mitchell's note to the table: "In
# the case of rent figures are given for 1867 and 1868 for the purposes of Part II,
# chap. vi." Every other block stops at 1866, so those two columns are blank for all
# but the two rent blocks.
#
# Mitchell's note on the source: "The source of the following series of relative
# prices at retail is the report prepared by Mr. J. D. Weeks in 1880-83 and published
# as Vol. XX of the Tenth Census. Not all of the material supplied by Mr. Weeks,
# however, has been used, for he gives some series of prices at unspecified times of
# the year and others 'on or about June 1.' Those series 'showing average for the
# year' alone were used as the basis for the computations in the text, and they alone
# are given here."
#
# initial_price is Mitchell's "Initial Price" column, in the unit named by the unit
# column. Fractions are kept as printed, e.g. "0.08 1/3".
#
# TWO CELLS ARE LEFT BLANK BECAUSE THE PRINTING IS DEFECTIVE, not because the source
# has no figure. Both read as "1 9" or "1 3" with the middle digit missing:
#   Rent, four rooms, Indianapolis, 1865
#   Board per week for men, Philadelphia, 1864
# They are not guessed at. Consult a better copy of page 467 or 468 to fill them.
#
# Re-transcribed 17 September 2026 from the page images.
#
# DERIVED from ../mitchell_appendix_b_table4_retail_prices.csv by analysis/03_build_tidy.py. Do not edit.
commodity,unit,state,town,initial_price,year,relative_price
"Provisions: flour, wheat, extra family",per barrel,Pa,Philadelphia,8.00,1862,113
"Provisions: flour, wheat, extra family",per barrel,Pa,Philadelphia,8.00,1863,150
"Provisions: flour, wheat, extra family",per barrel,Pa,Philadelphia,8.00,1864,188
"Provisions: flour, wheat, extra family",per barrel,Pa,Philadelphia,8.00,1865,200
"Provisions: flour, wheat, extra family",per barrel,Pa,Philadelphia,8.00,1866,200
"Provisions: flour, wheat, extra family",per barrel,Md,Baltimore,8.25,1860,100
"Provisions: flour, wheat, extra family",per barrel,Md,Baltimore,8.25,1861,103
"Provisions: flour, wheat, extra family",per barrel,Md,Baltimore,8.25,1862,115
"Provisions: flour, wheat, extra family",per barrel,Md,Baltimore,8.25,1863,121
"Provisions: flour, wheat, extra family",per barrel,Md,Baltimore,8.25,1864,161
"Provisions: flour, wheat, extra family",per barrel,Md,Baltimore,8.25,1865,167
"Provisions: flour, wheat, extra family",per barrel,Md,Baltimore,8.25,1866,206
"Provisions: flour, wheat, extra family",per barrel,W. Va,New Cumberland,6.00,1860,100
"Provisions: flour, wheat, extra family",per barrel,W. Va,New Cumberland,6.00,1861,125
"Provisions: flour, wheat, extra family",per barrel,W. Va,New Cumberland,6.00,1862,133
"Provisions: flour, wheat, extra family",per barrel,W. Va,New Cumberland,6.00,1863,142
"Provisions: flour, wheat, extra family",per barrel,W. Va,New Cumberland,6.00,1864,142
"Provisions: flour, wheat, extra family",per barrel,W. Va,New Cumberland,6.00,1865,147
"Provisions: flour, wheat, extra family",per barrel,W. Va,New Cumberland,6.00,1866,142
"Provisions: flour, wheat, extra family",per barrel,Ohio,Canton,6.00,1860,100
"Provisions: flour, wheat, extra family",per barrel,Ohio,Canton,6.00,1861,100
"Provisions: flour, wheat, extra family",per barrel,Ohio,Canton,6.00,1862,108
"Provisions: flour, wheat, extra family",per barrel,Ohio,Canton,6.00,1863,117
"Provisions: flour, wheat, extra family",per barrel,Ohio,Canton,6.00,1864,167
"Provisions: flour, wheat, extra family",per barrel,Ohio,Canton,6.00,1865,167
"Provisions: flour, wheat, extra family",per barrel,Ohio,Canton,6.00,1866,133
"Provisions: flour, wheat, extra family",per barrel,Ohio,Springfield,4.50,1860,100
"Provisions: flour, wheat, extra family",per barrel,Ohio,Springfield,4.50,1861,122
"Provisions: flour, wheat, extra family",per barrel,Ohio,Springfield,4.50,1862,111
"Provisions: flour, wheat, extra family",per barrel,Ohio,Springfield,4.50,1863,111
"Provisions: flour, wheat, extra family",per barrel,Ohio,Springfield,4.50,1864,189
"Provisions: flour, wheat, extra family",per barrel,Ohio,Springfield,4.50,1865,244
"Provisions: flour, wheat, extra family",per barrel,Ohio,Springfield,4.50,1866,289
"Provisions: flour, wheat, extra family",per barrel,Ohio,Zanesville,4.75,1860,100
"Provisions: flour, wheat, extra family",per barrel,Ohio,Zanesville,4.75,1861,105
"Provisions: flour, wheat, extra family",per barrel,Ohio,Zanesville,4.75,1862,105
"Provisions: flour, wheat, extra family",per barrel,Ohio,Zanesville,4.75,1863,179
"Provisions: flour, wheat, extra family",per barrel,Ohio,Zanesville,4.75,1864,190
"Provisions: flour, wheat, extra family",per barrel,Ohio,Zanesville,4.75,1865,200
"Provisions: flour, wheat, extra family",per barrel,Ohio,Zanesville,4.75,1866,211
"Provisions: flour, wheat, extra family",per barrel,Ia,Cedar Rapids,2.50,1861,100
"Provisions: flour, wheat, extra family",per barrel,Ia,Cedar Rapids,2.50,1862,120
"Provisions: flour, wheat, extra family",per barrel,Ia,Cedar Rapids,2.50,1863,300
"Provisions: flour, wheat, extra family",per barrel,Ia,Cedar Rapids,2.50,1864,300
"Provisions: flour, wheat, extra family",per barrel,Ia,Cedar Rapids,2.50,1865,330
"Provisions: flour, wheat, extra family",per barrel,Ia,Cedar Rapids,2.50,1866,330
Provisions: corn meal,per barrel,Mass,Boston,4.87,1860,100
Provisions: corn meal,per barrel,Mass,Boston,4.87,1861,62
Provisions: corn meal,per barrel,Mass,Boston,4.87,1862,70
Provisions: corn meal,per barrel,Mass,Boston,4.87,1863,97
Provisions: corn meal,per barrel,Mass,Boston,4.87,1864,146
Provisions: corn meal,per barrel,Mass,Boston,4.87,1865,132
Provisions: corn meal,per barrel,Mass,Boston,4.87,1866,101
Provisions: corn meal,per barrel,Conn,Jewett City,3.92,1860,100
Provisions: corn meal,per barrel,Conn,Jewett City,3.92,1861,100
Provisions: corn meal,per barrel,Conn,Jewett City,3.92,1862,75
Provisions: corn meal,per barrel,Conn,Jewett City,3.92,1863,75
Provisions: corn meal,per barrel,Conn,Jewett City,3.92,1864,150
Provisions: corn meal,per barrel,Conn,Jewett City,3.92,1865,150
Provisions: corn meal,per barrel,Conn,Jewett City,3.92,1866,150
Provisions: corn meal,per barrel,Pa,Philadelphia,3.00,1861,100
Provisions: corn meal,per barrel,Pa,Philadelphia,3.00,1862,100
Provisions: corn meal,per barrel,Pa,Philadelphia,3.00,1863,108
Provisions: corn meal,per barrel,Pa,Philadelphia,3.00,1864,133
Provisions: corn meal,per barrel,Pa,Philadelphia,3.00,1865,200
Provisions: corn meal,per barrel,Pa,Philadelphia,3.00,1866,200
Provisions: corn meal,per barrel,W. Va,New Cumberland,1.50,1860,100
Provisions: corn meal,per barrel,W. Va,New Cumberland,1.50,1861,133
Provisions: corn meal,per barrel,W. Va,New Cumberland,1.50,1862,150
Provisions: corn meal,per barrel,W. Va,New Cumberland,1.50,1863,167
Provisions: corn meal,per barrel,W. Va,New Cumberland,1.50,1864,167
Provisions: corn meal,per barrel,W. Va,New Cumberland,1.50,1865,167
Provisions: corn meal,per barrel,W. Va,New Cumberland,1.50,1866,150
Provisions: corn meal,per barrel,Ohio,Canton,3.00,1860,100
Provisions: corn meal,per barrel,Ohio,Canton,3.00,1861,100
Provisions: corn meal,per barrel,Ohio,Canton,3.00,1862,117
Provisions: corn meal,per barrel,Ohio,Canton,3.00,1863,160
Provisions: corn meal,per barrel,Ohio,Canton,3.00,1864,200
Provisions: corn meal,per barrel,Ohio,Canton,3.00,1865,200
Provisions: corn meal,per barrel,Ohio,Canton,3.00,1866,117
Provisions: corn meal,per barrel,Ohio,Springfield,2.25,1860,100
Provisions: corn meal,per barrel,Ohio,Springfield,2.25,1861,156
Provisions: corn meal,per barrel,Ohio,Springfield,2.25,1862,156
Provisions: corn meal,per barrel,Ohio,Springfield,2.25,1863,156
Provisions: corn meal,per barrel,Ohio,Springfield,2.25,1864,222
Provisions: corn meal,per barrel,Ohio,Springfield,2.25,1865,267
Provisions: corn meal,per barrel,Ohio,Springfield,2.25,1866,356
Provisions: corn meal,per barrel,Ohio,Zanesville,2.25,1860,100
Provisions: corn meal,per barrel,Ohio,Zanesville,2.25,1861,133
Provisions: corn meal,per barrel,Ohio,Zanesville,2.25,1862,133
Provisions: corn meal,per barrel,Ohio,Zanesville,2.25,1863,178
Provisions: corn meal,per barrel,Ohio,Zanesville,2.25,1864,200
Provisions: corn meal,per barrel,Ohio,Zanesville,2.25,1865,200
Provisions: corn meal,per barrel,Ohio,Zanesville,2.25,1866,200
Provisions: corn meal,per barrel,Ind,Lawrenceburg,.70,1860,100
Provisions: corn meal,per barrel,Ind,Lawrenceburg,.70,1861,114
Provisions: corn meal,per barrel,Ind,Lawrenceburg,.70,1862,129
Provisions: corn meal,per barrel,Ind,Lawrenceburg,.70,1863,143
Provisions: corn meal,per barrel,Ind,Lawrenceburg,.70,1864,150
Provisions: corn meal,per barrel,Ind,Lawrenceburg,.70,1865,157
Provisions: corn meal,per barrel,Ind,Lawrenceburg,.70,1866,143
Provisions: corn meal,per barrel,Ia,Cedar Rapids,1.50,1861,100
Provisions: corn meal,per barrel,Ia,Cedar Rapids,1.50,1862,133
Provisions: corn meal,per barrel,Ia,Cedar Rapids,1.50,1863,200
Provisions: corn meal,per barrel,Ia,Cedar Rapids,1.50,1864,200
Provisions: corn meal,per barrel,Ia,Cedar Rapids,1.50,1865,233
Provisions: corn meal,per barrel,Ia,Cedar Rapids,1.50,1866,233
Provisions: cheese,per lb,Mass,Boston,0.11 5/8,1860,100
Provisions: cheese,per lb,Mass,Boston,0.11 5/8,1861,87
Provisions: cheese,per lb,Mass,Boston,0.11 5/8,1862,80
Provisions: cheese,per lb,Mass,Boston,0.11 5/8,1863,117
Provisions: cheese,per lb,Mass,Boston,0.11 5/8,1864,149
Provisions: cheese,per lb,Mass,Boston,0.11 5/8,1865,168
Provisions: cheese,per lb,Mass,Boston,0.11 5/8,1866,160
Provisions: cheese,per lb,Conn,Jewett City,.13,1860,100
Provisions: cheese,per lb,Conn,Jewett City,.13,1861,77
Provisions: cheese,per lb,Conn,Jewett City,.13,1862,69
Provisions: cheese,per lb,Conn,Jewett City,.13,1863,92
Provisions: cheese,per lb,Conn,Jewett City,.13,1864,123
Provisions: cheese,per lb,Conn,Jewett City,.13,1865,154
Provisions: cheese,per lb,Conn,Jewett City,.13,1866,177
Provisions: cheese,per lb,Pa,Philadelphia,.12,1861,100
Provisions: cheese,per lb,Pa,Philadelphia,.12,1862,125
Provisions: cheese,per lb,Pa,Philadelphia,.12,1863,150
Provisions: cheese,per lb,Pa,Philadelphia,.12,1864,167
Provisions: cheese,per lb,Pa,Philadelphia,.12,1865,208
Provisions: cheese,per lb,Pa,Philadelphia,.12,1866,208
Provisions: cheese,per lb,W. Va,New Cumberland,.11,1860,100
Provisions: cheese,per lb,W. Va,New Cumberland,.11,1861,136
Provisions: cheese,per lb,W. Va,New Cumberland,.11,1862,136
Provisions: cheese,per lb,W. Va,New Cumberland,.11,1863,136
Provisions: cheese,per lb,W. Va,New Cumberland,.11,1864,136
Provisions: cheese,per lb,W. Va,New Cumberland,.11,1865,136
Provisions: cheese,per lb,W. Va,New Cumberland,.11,1866,145
Provisions: cheese,per lb,Ohio,Canton,.10,1860,100
Provisions: cheese,per lb,Ohio,Canton,.10,1861,60
Provisions: cheese,per lb,Ohio,Canton,.10,1862,80
Provisions: cheese,per lb,Ohio,Canton,.10,1863,100
Provisions: cheese,per lb,Ohio,Canton,.10,1864,250
Provisions: cheese,per lb,Ohio,Canton,.10,1865,250
Provisions: cheese,per lb,Ohio,Canton,.10,1866,200
Provisions: cheese,per lb,Ohio,Springfield,.08,1860,100
Provisions: cheese,per lb,Ohio,Springfield,.08,1861,100
Provisions: cheese,per lb,Ohio,Springfield,.08,1862,100
Provisions: cheese,per lb,Ohio,Springfield,.08,1863,100
Provisions: cheese,per lb,Ohio,Springfield,.08,1864,125
Provisions: cheese,per lb,Ohio,Springfield,.08,1865,150
Provisions: cheese,per lb,Ohio,Springfield,.08,1866,163
Provisions: cheese,per lb,Ohio,Zanesville,.125,1860,100
Provisions: cheese,per lb,Ohio,Zanesville,.125,1861,80
Provisions: cheese,per lb,Ohio,Zanesville,.125,1862,80
Provisions: cheese,per lb,Ohio,Zanesville,.125,1863,120
Provisions: cheese,per lb,Ohio,Zanesville,.125,1864,168
Provisions: cheese,per lb,Ohio,Zanesville,.125,1865,160
Provisions: cheese,per lb,Ohio,Zanesville,.125,1866,200
Provisions: cheese,per lb,Ind,Lawrenceburg,.18,1860,100
Provisions: cheese,per lb,Ind,Lawrenceburg,.18,1861,67
Provisions: cheese,per lb,Ind,Lawrenceburg,.18,1862,83
Provisions: cheese,per lb,Ind,Lawrenceburg,.18,1863,83
Provisions: cheese,per lb,Ind,Lawrenceburg,.18,1864,111
Provisions: cheese,per lb,Ind,Lawrenceburg,.18,1865,150
Provisions: cheese,per lb,Ind,Lawrenceburg,.18,1866,83
Provisions: cheese,per lb,Ia,Cedar Rapids,.10,1861,100
Provisions: cheese,per lb,Ia,Cedar Rapids,.10,1862,120
Provisions: cheese,per lb,Ia,Cedar Rapids,.10,1863,120
Provisions: cheese,per lb,Ia,Cedar Rapids,.10,1864,150
Provisions: cheese,per lb,Ia,Cedar Rapids,.10,1865,200
Provisions: cheese,per lb,Ia,Cedar Rapids,.10,1866,280
Provisions: eggs,per dozen,Mass,Boston,0.195,1860,100
Provisions: eggs,per dozen,Mass,Boston,0.195,1861,87
Provisions: eggs,per dozen,Mass,Boston,0.195,1862,92
Provisions: eggs,per dozen,Mass,Boston,0.195,1863,110
Provisions: eggs,per dozen,Mass,Boston,0.195,1864,144
Provisions: eggs,per dozen,Mass,Boston,0.195,1865,185
Provisions: eggs,per dozen,Mass,Boston,0.195,1866,169
Provisions: eggs,per dozen,Conn,Jewett City,.17,1860,100
Provisions: eggs,per dozen,Conn,Jewett City,.17,1861,82
Provisions: eggs,per dozen,Conn,Jewett City,.17,1862,88
Provisions: eggs,per dozen,Conn,Jewett City,.17,1863,100
Provisions: eggs,per dozen,Conn,Jewett City,.17,1864,135
Provisions: eggs,per dozen,Conn,Jewett City,.17,1865,176
Provisions: eggs,per dozen,Conn,Jewett City,.17,1866,159
Provisions: eggs,per dozen,Pa,Philadelphia,.18,1861,100
Provisions: eggs,per dozen,Pa,Philadelphia,.18,1862,100
Provisions: eggs,per dozen,Pa,Philadelphia,.18,1863,111
Provisions: eggs,per dozen,Pa,Philadelphia,.18,1864,117
Provisions: eggs,per dozen,Pa,Philadelphia,.18,1865,139
Provisions: eggs,per dozen,Pa,Philadelphia,.18,1866,144
Provisions: eggs,per dozen,W. Va,New Cumberland,.10,1860,100
Provisions: eggs,per dozen,W. Va,New Cumberland,.10,1861,120
Provisions: eggs,per dozen,W. Va,New Cumberland,.10,1862,140
Provisions: eggs,per dozen,W. Va,New Cumberland,.10,1863,140
Provisions: eggs,per dozen,W. Va,New Cumberland,.10,1864,140
Provisions: eggs,per dozen,W. Va,New Cumberland,.10,1865,140
Provisions: eggs,per dozen,W. Va,New Cumberland,.10,1866,120
Provisions: eggs,per dozen,Ohio,Canton,.10,1860,100
Provisions: eggs,per dozen,Ohio,Canton,.10,1861,60
Provisions: eggs,per dozen,Ohio,Canton,.10,1862,100
Provisions: eggs,per dozen,Ohio,Canton,.10,1863,120
Provisions: eggs,per dozen,Ohio,Canton,.10,1864,100
Provisions: eggs,per dozen,Ohio,Canton,.10,1865,100
Provisions: eggs,per dozen,Ohio,Canton,.10,1866,100
Provisions: eggs,per dozen,Ohio,Springfield,.07,1860,100
Provisions: eggs,per dozen,Ohio,Springfield,.07,1861,143
Provisions: eggs,per dozen,Ohio,Springfield,.07,1862,143
Provisions: eggs,per dozen,Ohio,Springfield,.07,1863,171
Provisions: eggs,per dozen,Ohio,Springfield,.07,1864,186
Provisions: eggs,per dozen,Ohio,Springfield,.07,1865,214
Provisions: eggs,per dozen,Ohio,Springfield,.07,1866,229
Provisions: eggs,per dozen,Ohio,Zanesville,.15,1860,100
Provisions: eggs,per dozen,Ohio,Zanesville,.15,1861,40
Provisions: eggs,per dozen,Ohio,Zanesville,.15,1862,67
Provisions: eggs,per dozen,Ohio,Zanesville,.15,1863,67
Provisions: eggs,per dozen,Ohio,Zanesville,.15,1864,100
Provisions: eggs,per dozen,Ohio,Zanesville,.15,1865,100
Provisions: eggs,per dozen,Ohio,Zanesville,.15,1866,100
Provisions: eggs,per dozen,Ind,Lawrenceburg,.20,1860,100
Provisions: eggs,per dozen,Ind,Lawrenceburg,.20,1861,100
Provisions: eggs,per dozen,Ind,Lawrenceburg,.20,1862,100
Provisions: eggs,per dozen,Ind,Lawrenceburg,.20,1863,75
Provisions: eggs,per dozen,Ind,Lawrenceburg,.20,1864,75
Provisions: eggs,per dozen,Ind,Lawrenceburg,.20,1865,150
Provisions: eggs,per dozen,Ind,Lawrenceburg,.20,1866,150
Provisions: eggs,per dozen,Ia,Cedar Rapids,.05,1861,100
Provisions: eggs,per dozen,Ia,Cedar Rapids,.05,1862,100
Provisions: eggs,per dozen,Ia,Cedar Rapids,.05,1863,200
Provisions: eggs,per dozen,Ia,Cedar Rapids,.05,1864,200
Provisions: eggs,per dozen,Ia,Cedar Rapids,.05,1865,300
Provisions: eggs,per dozen,Ia,Cedar Rapids,.05,1866,300
Provisions: lard,per lb,Mass,Boston,0.12 5/6,1860,100
Provisions: lard,per lb,Mass,Boston,0.12 5/6,1861,85
Provisions: lard,per lb,Mass,Boston,0.12 5/6,1862,77
Provisions: lard,per lb,Mass,Boston,0.12 5/6,1863,88
Provisions: lard,per lb,Mass,Boston,0.12 5/6,1864,119
Provisions: lard,per lb,Mass,Boston,0.12 5/6,1865,199
Provisions: lard,per lb,Mass,Boston,0.12 5/6,1866,169
Provisions: lard,per lb,Conn,Jewett City,.14,1860,100
Provisions: lard,per lb,Conn,Jewett City,.14,1861,93
Provisions: lard,per lb,Conn,Jewett City,.14,1862,89
Provisions: lard,per lb,Conn,Jewett City,.14,1863,89
Provisions: lard,per lb,Conn,Jewett City,.14,1864,157
Provisions: lard,per lb,Conn,Jewett City,.14,1865,200
Provisions: lard,per lb,Conn,Jewett City,.14,1866,179
Provisions: lard,per lb,Conn,New London,.12,1860,100
Provisions: lard,per lb,Conn,New London,.12,1861,117
Provisions: lard,per lb,Conn,New London,.12,1862,117
Provisions: lard,per lb,Conn,New London,.12,1863,117
Provisions: lard,per lb,Conn,New London,.12,1864,117
Provisions: lard,per lb,Conn,New London,.12,1865,117
Provisions: lard,per lb,Conn,New London,.12,1866,133
Provisions: lard,per lb,Pa,Philadelphia,.10,1861,100
Provisions: lard,per lb,Pa,Philadelphia,.10,1862,105
Provisions: lard,per lb,Pa,Philadelphia,.10,1863,105
Provisions: lard,per lb,Pa,Philadelphia,.10,1864,140
Provisions: lard,per lb,Pa,Philadelphia,.10,1865,180
Provisions: lard,per lb,Pa,Philadelphia,.10,1866,190
Provisions: lard,per lb,W. Va,New Cumberland,.10,1860,100
Provisions: lard,per lb,W. Va,New Cumberland,.10,1861,120
Provisions: lard,per lb,W. Va,New Cumberland,.10,1862,140
Provisions: lard,per lb,W. Va,New Cumberland,.10,1863,140
Provisions: lard,per lb,W. Va,New Cumberland,.10,1864,140
Provisions: lard,per lb,W. Va,New Cumberland,.10,1865,140
Provisions: lard,per lb,W. Va,New Cumberland,.10,1866,150
Provisions: lard,per lb,Ohio,Canton,.09,1860,100
Provisions: lard,per lb,Ohio,Canton,.09,1861,67
Provisions: lard,per lb,Ohio,Canton,.09,1862,89
Provisions: lard,per lb,Ohio,Canton,.09,1863,133
Provisions: lard,per lb,Ohio,Canton,.09,1864,200
Provisions: lard,per lb,Ohio,Canton,.09,1865,222
Provisions: lard,per lb,Ohio,Canton,.09,1866,222
Provisions: lard,per lb,Ohio,Springfield,.07,1860,100
Provisions: lard,per lb,Ohio,Springfield,.07,1861,114
Provisions: lard,per lb,Ohio,Springfield,.07,1862,114
Provisions: lard,per lb,Ohio,Springfield,.07,1863,114
Provisions: lard,per lb,Ohio,Springfield,.07,1864,143
Provisions: lard,per lb,Ohio,Springfield,.07,1865,143
Provisions: lard,per lb,Ohio,Springfield,.07,1866,143
Provisions: lard,per lb,Ohio,Zanesville,.10,1860,100
Provisions: lard,per lb,Ohio,Zanesville,.10,1861,100
Provisions: lard,per lb,Ohio,Zanesville,.10,1862,120
Provisions: lard,per lb,Ohio,Zanesville,.10,1863,180
Provisions: lard,per lb,Ohio,Zanesville,.10,1864,200
Provisions: lard,per lb,Ohio,Zanesville,.10,1865,220
Provisions: lard,per lb,Ohio,Zanesville,.10,1866,220
Provisions: lard,per lb,Ind,Lawrenceburg,.15,1860,100
Provisions: lard,per lb,Ind,Lawrenceburg,.15,1861,100
Provisions: lard,per lb,Ind,Lawrenceburg,.15,1862,100
Provisions: lard,per lb,Ind,Lawrenceburg,.15,1863,100
Provisions: lard,per lb,Ind,Lawrenceburg,.15,1864,100
Provisions: lard,per lb,Ind,Lawrenceburg,.15,1865,100
Provisions: lard,per lb,Ind,Lawrenceburg,.15,1866,100
Provisions: mutton chops,per lb,Conn,New London,0.16,1860,100
Provisions: mutton chops,per lb,Conn,New London,0.16,1861,100
Provisions: mutton chops,per lb,Conn,New London,0.16,1862,100
Provisions: mutton chops,per lb,Conn,New London,0.16,1863,100
Provisions: mutton chops,per lb,Conn,New London,0.16,1864,100
Provisions: mutton chops,per lb,Conn,New London,0.16,1865,113
Provisions: mutton chops,per lb,Conn,New London,0.16,1866,113
Provisions: mutton chops,per lb,Pa,Philadelphia,.10,1861,100
Provisions: mutton chops,per lb,Pa,Philadelphia,.10,1862,110
Provisions: mutton chops,per lb,Pa,Philadelphia,.10,1863,120
Provisions: mutton chops,per lb,Pa,Philadelphia,.10,1864,140
Provisions: mutton chops,per lb,Pa,Philadelphia,.10,1865,180
Provisions: mutton chops,per lb,Pa,Philadelphia,.10,1866,180
Provisions: mutton chops,per lb,N. J.,Camden,.12,1860,100
Provisions: mutton chops,per lb,N. J.,Camden,.12,1861,117
Provisions: mutton chops,per lb,N. J.,Camden,.12,1862,117
Provisions: mutton chops,per lb,N. J.,Camden,.12,1863,125
Provisions: mutton chops,per lb,N. J.,Camden,.12,1864,150
Provisions: mutton chops,per lb,N. J.,Camden,.12,1865,208
Provisions: mutton chops,per lb,N. J.,Camden,.12,1866,208
Provisions: mutton chops,per lb,W. Va,New Cumberland,.08,1860,100
Provisions: mutton chops,per lb,W. Va,New Cumberland,.08,1861,150
Provisions: mutton chops,per lb,W. Va,New Cumberland,.08,1862,150
Provisions: mutton chops,per lb,W. Va,New Cumberland,.08,1863,150
Provisions: mutton chops,per lb,W. Va,New Cumberland,.08,1864,150
Provisions: mutton chops,per lb,W. Va,New Cumberland,.08,1865,150
Provisions: mutton chops,per lb,W. Va,New Cumberland,.08,1866,150
Provisions: mutton chops,per lb,Ohio,Zanesville,.10,1860,100
Provisions: mutton chops,per lb,Ohio,Zanesville,.10,1861,70
Provisions: mutton chops,per lb,Ohio,Zanesville,.10,1862,70
Provisions: mutton chops,per lb,Ohio,Zanesville,.10,1863,80
Provisions: mutton chops,per lb,Ohio,Zanesville,.10,1864,80
Provisions: mutton chops,per lb,Ohio,Zanesville,.10,1865,90
Provisions: mutton chops,per lb,Ohio,Zanesville,.10,1866,100
"Provisions: flour, wheat, superfine",per barrel,Conn,Jewett City,7.50,1860,100
"Provisions: flour, wheat, superfine",per barrel,Conn,Jewett City,7.50,1861,93
"Provisions: flour, wheat, superfine",per barrel,Conn,Jewett City,7.50,1862,97
"Provisions: flour, wheat, superfine",per barrel,Conn,Jewett City,7.50,1863,107
"Provisions: flour, wheat, superfine",per barrel,Conn,Jewett City,7.50,1864,127
"Provisions: flour, wheat, superfine",per barrel,Conn,Jewett City,7.50,1865,137
"Provisions: flour, wheat, superfine",per barrel,Conn,Jewett City,7.50,1866,173
"Provisions: flour, wheat, superfine",per barrel,Pa,Philadelphia,6.50,1861,100
"Provisions: flour, wheat, superfine",per barrel,Pa,Philadelphia,6.50,1862,115
"Provisions: flour, wheat, superfine",per barrel,Pa,Philadelphia,6.50,1863,138
"Provisions: flour, wheat, superfine",per barrel,Pa,Philadelphia,6.50,1864,185
"Provisions: flour, wheat, superfine",per barrel,Pa,Philadelphia,6.50,1865,192
"Provisions: flour, wheat, superfine",per barrel,Pa,Philadelphia,6.50,1866,192
"Provisions: flour, wheat, superfine",per barrel,Md,Baltimore,6.00,1860,100
"Provisions: flour, wheat, superfine",per barrel,Md,Baltimore,6.00,1861,104
"Provisions: flour, wheat, superfine",per barrel,Md,Baltimore,6.00,1862,129
"Provisions: flour, wheat, superfine",per barrel,Md,Baltimore,6.00,1863,125
"Provisions: flour, wheat, superfine",per barrel,Md,Baltimore,6.00,1864,175
"Provisions: flour, wheat, superfine",per barrel,Md,Baltimore,6.00,1865,167
"Provisions: flour, wheat, superfine",per barrel,Md,Baltimore,6.00,1866,188
"Provisions: flour, wheat, superfine",per barrel,W. Va,New Cumberland,4.50,1860,100
"Provisions: flour, wheat, superfine",per barrel,W. Va,New Cumberland,4.50,1861,133
"Provisions: flour, wheat, superfine",per barrel,W. Va,New Cumberland,4.50,1862,156
"Provisions: flour, wheat, superfine",per barrel,W. Va,New Cumberland,4.50,1863,167
"Provisions: flour, wheat, superfine",per barrel,W. Va,New Cumberland,4.50,1864,167
"Provisions: flour, wheat, superfine",per barrel,W. Va,New Cumberland,4.50,1865,167
"Provisions: flour, wheat, superfine",per barrel,W. Va,New Cumberland,4.50,1866,156
"Provisions: flour, wheat, superfine",per barrel,Ohio,Canton,5.75,1860,100
"Provisions: flour, wheat, superfine",per barrel,Ohio,Canton,5.75,1861,96
"Provisions: flour, wheat, superfine",per barrel,Ohio,Canton,5.75,1862,104
"Provisions: flour, wheat, superfine",per barrel,Ohio,Canton,5.75,1863,113
"Provisions: flour, wheat, superfine",per barrel,Ohio,Canton,5.75,1864,157
"Provisions: flour, wheat, superfine",per barrel,Ohio,Canton,5.75,1865,148
"Provisions: flour, wheat, superfine",per barrel,Ohio,Canton,5.75,1866,122
"Provisions: flour, wheat, superfine",per barrel,Ohio,Springfield,4.00,1860,100
"Provisions: flour, wheat, superfine",per barrel,Ohio,Springfield,4.00,1861,125
"Provisions: flour, wheat, superfine",per barrel,Ohio,Springfield,4.00,1862,113
"Provisions: flour, wheat, superfine",per barrel,Ohio,Springfield,4.00,1863,113
"Provisions: flour, wheat, superfine",per barrel,Ohio,Springfield,4.00,1864,200
"Provisions: flour, wheat, superfine",per barrel,Ohio,Springfield,4.00,1865,250
"Provisions: flour, wheat, superfine",per barrel,Ohio,Springfield,4.00,1866,300
"Provisions: flour, wheat, superfine",per barrel,Ohio,Zanesville,5.25,1860,100
"Provisions: flour, wheat, superfine",per barrel,Ohio,Zanesville,5.25,1861,114
"Provisions: flour, wheat, superfine",per barrel,Ohio,Zanesville,5.25,1862,114
"Provisions: flour, wheat, superfine",per barrel,Ohio,Zanesville,5.25,1863,181
"Provisions: flour, wheat, superfine",per barrel,Ohio,Zanesville,5.25,1864,190
"Provisions: flour, wheat, superfine",per barrel,Ohio,Zanesville,5.25,1865,200
"Provisions: flour, wheat, superfine",per barrel,Ohio,Zanesville,5.25,1866,229
"Provisions: flour, wheat, superfine",per barrel,Ia,Cedar Rapids,3.00,1861,100
"Provisions: flour, wheat, superfine",per barrel,Ia,Cedar Rapids,3.00,1862,108
"Provisions: flour, wheat, superfine",per barrel,Ia,Cedar Rapids,3.00,1863,267
"Provisions: flour, wheat, superfine",per barrel,Ia,Cedar Rapids,3.00,1864,267
